,#iteration,L1 norm of errors(log) on nodes,L2 norm of errors(log) on nodes,planning time,execution time
0,1,19.246521084025694,88.80791192848991,229.904,7259.735
1,2,16.52220561700426,63.900055928016016,525.778,123127.268
2,3,9.902217447329804,26.064378677124502,486.408,81462.968
3,4,25.53822325741785,166.22203489680243,531.486,11853.661
4,5,14.869147955251101,57.1612700035031,493.118,31919.777
5,6,7.370958864715271,18.32049485959192,508.254,11644.735
6,7,7.578053867903248,23.951128441496294,494.042,10567.478
7,8,9.576826259822303,28.385636723087483,499.97,28152.011
8,9,6.204345482970822,16.796372306216256,537.148,7549.833
9,10,7.512372211204543,23.36911822269444,492.574,13063.767
10,11,13.250509887703641,49.44543307564789,520.421,8520.703
11,12,5.466364682547482,6.872112082444756,501.391,27831.434
12,13,6.938438459129134,25.14475322815238,514.253,10353.764
13,14,5.84407046643654,9.838343892588233,516.961,28099.296
14,15,7.588744511419104,13.25248956800241,508.061,7456.836
15,16,2.7386727578534815,1.3205162580185599,502.555,28448.136
16,17,3.5149501467047566,5.034535867203083,503.949,28685.036
17,18,6.9782814401347615,10.594428144410251,526.354,7707.778
18,19,3.147129224142418,2.112507808793589,531.531,28774.609
19,20,4.544061739741443,4.7923465847167135,569.088,28991.411
20,21,6.846965715696947,11.574063615887855,539.959,28805.817
21,22,9.169557282113615,39.625238841049814,508.248,17350.907
22,23,9.161132839743635,31.403107746779128,513.684,11647.212
23,24,6.758837881604361,20.075589389503804,522.763,11587.949
24,25,5.6636643793144215,14.631760823762447,492.68,16435.207
25,26,7.058100737625284,15.609949211940982,523.579,12475.213
26,27,9.170526798122413,23.586051761845397,485.313,7423.774
27,28,7.0811445599526746,30.228095925067738,515.642,12623.562
28,29,5.261839505158075,12.34016362975848,519.426,10630.667
29,30,5.262447682276737,10.928121381218785,528.491,12559.844
30,31,4.072735223390677,7.342866391378638,523.526,10919.496
31,32,4.656989382807396,6.613477186274761,552.032,10699.695
32,33,4.783828602377991,7.980571903200557,533.067,10632.455
33,34,4.612662642303717,7.893994832873109,548.507,10606.301
34,35,4.047528115085238,3.3029721921331023,530.347,7569.636
35,36,2.8437069353918476,2.1485952983647816,525.768,7385.774
36,37,2.6298236766099095,1.256650736246684,519.908,7520.761
37,38,5.539640979738254,6.71476952105626,524.04,7478.774
38,39,3.8881651737752847,3.344494942014395,499.132,7718.092
39,40,3.668801488572176,2.7094743579959712,534.707,7750.419
40,41,3.3428714499230407,2.381220220695809,546.803,7400.996
41,42,3.247811054027241,2.2199355133772007,530.415,7533.512
42,43,3.217812403298235,2.0242886015364494,529.539,7697.14
43,44,6.0014668992123985,23.019538032455518,545.034,16331.821
44,45,5.138394431427895,8.273649387891117,515.367,10666.216
45,46,4.447178607525281,5.978029531357353,525.097,10886.215
46,47,5.020924551904678,6.238170097967548,529.797,10725.442
47,48,4.334052901803932,4.633593005748853,533.088,16200.13
48,49,3.9096193530948966,2.8402137208049734,511.916,7598.99
49,50,6.886066105547376,11.56902628910937,529.836,16420.848
50,51,3.101283985492424,1.6555030658591252,562.501,7519.249
51,52,21.39479338434687,194.00485453825672,513.463,12008.32
52,53,6.67285352101042,17.582510634185855,545.366,9590.73
53,54,6.160715688364091,20.690654113065598,547.161,11474.64
54,55,4.796513425030759,6.532534769065758,514.88,9211.687
55,56,7.488033181259588,11.231630001758258,503.472,7341.152
56,57,5.728058232330096,6.433652358751843,542.708,7336.775
57,58,4.293511280864773,9.439235964502835,541.512,7365.285
58,59,2.3178147931668365,0.8586510491648364,522.028,7384.529
59,60,4.186548896248918,7.290107685931066,526.869,7635.929
60,61,4.083756243771426,5.23910690466905,597.395,7415.721
61,62,3.9970013318231006,4.232964512465471,536.196,7557.631
62,63,3.912020538513535,3.7296872739140032,534.023,7565.036
63,64,3.803387331977384,3.334638139526739,563.403,7413.944
64,65,2.366729464087716,0.8942128570307957,528.682,7561.451
65,66,3.0600620375160617,2.2487802741762213,532.984,7519.729
66,67,3.239280666691152,2.2666471241250337,571.924,7490.148
67,68,3.183289911920795,2.053293331406432,536.258,7547.588
68,69,3.070685370751776,1.9234468659169415,518.344,7421.585
69,70,3.1401540550265077,1.8888024421077056,544.581,7557.854
70,71,3.11836659655978,1.8297665959659448,528.013,7587.204
71,72,3.0629499901027435,1.7553535969133112,528.895,7472.512
72,73,2.9992833793686406,1.6886899491107576,537.425,7434.226
73,74,2.9464235873755156,1.6470872825437077,545.097,7537.953
74,75,2.9116033977198983,1.6331258857592474,534.931,7505.918
75,76,2.909965021124375,1.6285011378133405,537.234,7669.266
76,77,2.9304236563433497,1.614266037318448,601.032,7411.132
77,78,2.935848941435803,1.5906654762168804,521.476,7550.269
78,79,2.9623880382128487,1.5889901378572233,534.975,7746.887
79,80,2.8371652933634923,1.5575484784580709,557.414,7559.146
80,81,2.6877734152654824,1.3553577688980154,556.438,7439.019
81,82,2.8727098677813494,1.4592162579607344,521.525,7331.455
82,83,2.913585075436285,1.4692104158611243,515.466,7442.62
83,84,2.7508125172572155,1.4251962133580776,533.676,7523.971
84,85,2.749675641485182,1.3579328737411862,502.839,7557.368
85,86,2.9094052528958,1.450550606365109,528.103,7445.891
86,87,2.6450306105163097,1.3082452387226888,532.136,7427.883
87,88,2.7660347849866884,1.3474105599053927,528.203,7396.394
88,89,2.9159705414274857,1.437915883124118,532.656,7477.578
89,90,2.570138410382559,1.2268908327905799,536.187,7414.872
90,91,2.775859930997319,1.3432507054851714,556.671,7341.154
91,92,2.9209331703826598,1.426325023593432,516.452,7371.97
92,93,2.4914912475678186,1.143841855230916,516.669,7519.759
93,94,2.8120297737515694,1.3656660974833668,568.465,7466.137
94,95,2.9472859347175975,1.4453953556417714,525.376,7465.242
95,96,2.4231599834978663,1.080973827168572,518.874,7363.297
96,97,2.8464228047955205,1.387026236406036,510.258,7440.321
97,98,2.358144112636146,1.0207075225175974,618.136,7481.476
98,99,2.8926375660264254,1.4294278563877376,534.273,7408.916
99,100,3.0044168634881423,1.490589720943954,521.747,7311.426
100,101,2.284179864947509,0.9569661770960414,507.715,7426.608
101,102,2.890046923675154,1.4245112458979732,519.595,7313.577
102,103,2.234319421081034,0.9195192031955012,532.296,7348.773
103,104,2.896036510963123,1.4237728478400324,529.368,7528.48
104,105,2.181266384669274,0.8812349596230165,527.799,7578.441
105,106,2.95505270875812,1.487661632754749,548.357,7489.462
106,107,3.0374237799053647,1.5212491757404585,536.116,7510.916
107,108,2.142583220338514,0.8525615020286842,539.637,7427.446
108,109,2.9050295899918614,1.4357585448907229,519.461,7470.294
109,110,3.021891491931024,1.4999802064684546,541.952,7458.164
110,111,2.1118208315315803,0.8287949325307924,546.441,7505.465
111,112,2.9056212154341194,1.4293655930133184,545.54,7622.307
112,113,3.0126316749969604,1.4854402071729935,534.921,7435.206
113,114,2.0776368318311524,0.7996057707928482,547.153,7593.182
114,115,2.9408749913342724,1.460950147035216,548.516,7571.754
115,116,2.02549725177769,0.7711284299670953,526.006,7705.94
116,117,2.918730720505425,1.4374790544207547,540.125,7496.635
117,118,3.0146765815666807,1.4866609673340396,533.303,7394.177
118,119,1.9967092242092805,0.7445518195134341,517.366,7406.727
119,120,2.900264025223457,1.4208105019442143,590.579,7446.955
120,121,1.961829452148466,0.7282940462586927,516.203,7517.776
121,122,2.9300477426999993,1.4470971785837439,541.455,7419.046
122,123,3.021685121968444,1.4957376688748845,527.669,7414.841
123,124,1.9291725740802566,0.7039885148915941,578.552,7653.828
124,125,2.943113858268653,1.462162604548598,531.416,7403.313
125,126,1.8969722574603942,0.6952780065382697,527.298,7431.377
126,127,2.9381366567372895,1.4561980972926831,536.333,7558.127
127,128,1.8586057750192237,0.6805254087012831,551.256,7445.143
128,129,2.960084769885839,1.4790808914920603,525.932,7517.763
129,130,3.022700187631558,1.4979693619871073,547.124,7480.164
130,131,1.8433433528655128,0.6607070750756473,564.576,7497.69
131,132,2.9145957555528295,1.4336725229425056,563.059,7512.732
132,133,1.818840349663942,0.6551459725055626,525.93,7365.682
133,134,2.9348186253405393,1.4510840316908322,539.794,7616.848
134,135,3.014351332179878,1.4878034884074423,608.578,7474.979
135,136,1.8054521961747083,0.6412524796462018,517.34,7406.265
136,137,2.940158986106418,1.4568814124479428,574.371,7349.887
